number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_grow_policy,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,params_tree_method,state
149,0.6099341108231389,2026-04-16 13:54:05.023725,2026-04-16 13:54:06.163314,0 days 00:00:01.139589,0.7519106487052136,5.814687171587155,depthwise,0.02488485799977291,2,2.200555997753479,225,0.006558102729256936,0.005878425131822973,0.8788744396402464,hist,COMPLETE
150,0.609086561257051,2026-04-16 13:54:06.163465,2026-04-16 13:54:07.205411,0 days 00:00:01.041946,0.7365578184959056,5.5070340869840795,depthwise,0.014121365173390747,1,2.065054747213868,250,0.004938486336556248,0.0038549416368284196,0.8571992539052073,hist,COMPLETE
151,0.6045242900305074,2026-04-16 13:54:07.205548,2026-04-16 13:54:10.500888,0 days 00:00:03.295340,0.7218016192613272,5.606907337092481,depthwise,0.01665257082521932,1,2.489516308692415,975,0.00806267208022918,0.005189560313068709,0.8722282735379875,hist,COMPLETE
152,0.6327419475450687,2026-04-16 13:54:10.501022,2026-04-16 13:54:10.900685,0 days 00:00:00.399663,0.7314228871039025,5.741599665821587,depthwise,0.01808798420880268,1,2.3196219988103848,75,0.008728427537699885,0.004695094875231663,0.8629990940480903,hist,COMPLETE
153,0.6201656786635755,2026-04-16 13:54:10.900804,2026-04-16 13:54:11.301984,0 days 00:00:00.401180,0.7331160650573135,5.893811325104078,depthwise,0.017916722860823218,1,2.309601483518233,75,0.01354766868203418,0.006392805404853744,0.8644380583222335,hist,COMPLETE
154,0.5947543608734243,2026-04-16 13:54:11.302132,2026-04-16 13:54:12.386986,0 days 00:00:01.084854,0.7296885180829465,5.594531792127558,depthwise,0.019128692291174913,5,2.367364611028841,150,0.010230524436894766,0.004065399997826278,0.8773355316264246,hist,COMPLETE
155,0.6126031904318008,2026-04-16 13:54:12.387132,2026-04-16 13:54:12.872810,0 days 00:00:00.485678,0.7256924770975102,5.697469685745603,depthwise,0.021698386967772012,1,2.141165116993282,100,0.005992341596586857,0.004589508350174158,0.8837652515033649,hist,COMPLETE
156,0.6071128866177882,2026-04-16 13:54:12.872929,2026-04-16 13:54:13.362051,0 days 00:00:00.489122,0.7376654857065991,5.511075149661561,depthwise,0.016056271170884154,1,2.243117417202426,100,0.009208174972846204,0.0031204361412192605,0.86680307586312,hist,COMPLETE
157,0.6065973997745028,2026-04-16 13:54:13.362185,2026-04-16 13:54:17.147840,0 days 00:00:03.785655,0.720856640308192,5.797037185740127,depthwise,0.013152098736248338,1,2.3666936604445317,1125,0.0071229646865471905,0.006593572288211317,0.8822803369537966,hist,COMPLETE
158,0.6135775782674192,2026-04-16 13:54:17.148000,2026-04-16 13:54:17.886926,0 days 00:00:00.738926,0.7458151825922511,5.850203164579414,depthwise,0.01466137091141056,1,2.52218050273052,175,0.011164665721894397,0.00538487009107432,0.8616513166196308,hist,COMPLETE
